gene	driver_prob	is_driver	is_labeled
HTR2A	0.43292457	0	0
TAF4	0.43291277	0	0
CFAP43	0.43291125	0	0
ATP6V1H	0.43291005	0	1
HOOK3	0.43287915	1	1
SLC5A5	0.43286213	0	0
DRC7	0.4328521	0	0
SMAD1	0.43284732	0	0
LSP1	0.43283218	0	0
PC	0.4328238	0	0
NLRP7	0.43282175	0	0
SCN4A	0.43274117	0	0
SOD3	0.43273345	0	0
TRIM27	0.4327267	1	1
UTP14A	0.43272614	0	0
PCGF1	0.432726	0	0
ATP1A4	0.4327082	0	0
PAX9	0.4326791	0	0
CEP162	0.43266693	0	0
APOBEC3C	0.43265247	0	0
SEC22C	0.43264055	0	0
SAMD9L	0.43263888	0	0
BMP2K	0.43262154	0	0
PBXIP1	0.43261513	0	1
SLC38A2	0.4326089	0	0
NEFH	0.43260083	0	0
NUP35	0.43258247	0	0
ERN2	0.43257013	0	0
FAM122C	0.43255693	0	0
SLC19A3	0.4325137	0	0
ESCO1	0.43247995	0	0
PRMT6	0.43247515	0	0
KLHL5	0.43242297	0	0
PRKX	0.43242282	0	0
MSH3	0.43238717	0	0
SLC1A6	0.432341	0	0
TBC1D25	0.43231016	0	0
CDK14	0.43228087	0	0
IFNG	0.43226033	0	0
CLCN1	0.43222532	0	0
TPH1	0.43221778	0	0
FZR1	0.43220934	0	1
GALM	0.4321913	0	0
LSS	0.43215817	0	0
CPM	0.432149	0	0
TPM2	0.43212518	0	0
ZFC3H1	0.43202892	0	0
SPAST	0.431904	0	0
TAGLN3	0.4318603	0	0
HAND2	0.4318572	0	0
HSPBP1	0.43185607	0	0
GDA	0.43185014	0	0
ARCN1	0.43183917	0	0
RALBP1	0.43177634	0	0
SLC28A3	0.43177122	0	0
SRGAP2	0.4317689	0	0
CTC1	0.43176252	0	0
MBD1	0.43175507	0	0
LMAN1	0.43173116	0	0
PAIP2	0.43172842	0	0
AP1B1	0.431709	0	0
SLC6A9	0.43169665	0	0
TRPM8	0.43167585	0	0
VPS33B	0.43166775	0	0
ETFA	0.43160644	0	0
NMNAT1	0.43156737	0	0
LRRC43	0.43156737	0	0
TDG	0.431566	0	0
HSPA1L	0.4315641	0	0
PTPRG	0.43156067	0	0
CKAP2	0.43154955	0	0
GCNT1	0.43153185	0	0
CCDC40	0.43148392	0	0
ZFP57	0.431455	0	0
PURB	0.4314269	0	0
GRHL3	0.43137178	0	0
CFAP44	0.4313613	0	0
HSPA6	0.43135554	0	0
SLC36A1	0.43134698	0	0
ALG2	0.43131787	0	0
CLCN3	0.43119177	0	0
TSGA10	0.43117112	0	0
RSPH4A	0.43113008	0	0
YARS2	0.43109646	0	0
CTSA	0.43106532	0	0
FAM120C	0.43103012	0	0
HSPA12B	0.4310216	0	0
HOXC13	0.43100324	1	1
PROX1	0.43099022	0	0
MKRN1	0.43097353	0	0
DNAJC21	0.43096215	0	0
MATR3	0.4309257	0	0
MSL2	0.43091688	0	0
DVL3	0.4309085	0	0
ST14	0.4308897	0	0
DUSP5	0.4308653	0	0
TUBB4B	0.43082365	0	0
MCC	0.43081707	0	0
DNAAF3	0.4307941	0	0
EIF2AK3	0.43077463	0	0
CDC45	0.43071994	0	1
ARSF	0.43068776	0	0
DLX1	0.4306181	0	0
ELF3	0.43059033	0	0
CENPW	0.43056455	0	1
ITGAE	0.43054828	0	0
FGFR4	0.4305117	1	1
CAMKK2	0.43050462	0	0
MIEF1	0.43048462	0	1
LRRC23	0.4304819	0	0
HNRNPUL1	0.43047157	0	0
RNF125	0.43046713	0	0
HTR7	0.43046173	0	0
TNFSF11	0.43043113	0	0
WDR17	0.4304304	0	0
RAB31	0.43042678	0	0
TRPV5	0.4303979	0	0
VPS33A	0.4303937	0	0
ALAD	0.43037182	0	0
TUBE1	0.43033332	0	0
GABRB1	0.430319	0	0
TMEM212	0.4302981	0	0
C1orf87	0.43028706	0	0
ITIH2	0.4302492	0	0
LILRB1	0.430226	0	0
NIPAL4	0.43020827	0	0
TIMM22	0.43018723	0	0
SCNN1B	0.43010482	0	0
ARHGAP26	0.430096	1	1
FST	0.43008804	0	0
JPH1	0.43006262	0	0
NDUFS5	0.43004274	0	0
ACTR5	0.430021	0	1
MRPL30	0.43000302	0	0
ZAP70	0.43000293	0	0
LAX1	0.42998114	0	1
IVL	0.4299744	0	0
CFAP74	0.4299531	0	0
MPHOSPH8	0.4299491	0	0
UGT2B7	0.42994848	0	0
CCR1	0.42994538	0	0
HAS3	0.4299403	0	0
BMP15	0.42993894	0	0
SUN1	0.42993316	0	1
NEFM	0.429933	0	0
CDHR1	0.42992106	0	0
SUB1	0.4299125	0	0
AK5	0.4298975	0	0
COL21A1	0.42988786	0	0
MCCC1	0.42988783	0	0
MOSPD1	0.42987618	0	0
N6AMT1	0.4298256	0	0
HMGB2	0.42975348	0	0
UBFD1	0.429751	0	0
RIBC1	0.42972222	0	0
FHDC1	0.4297142	0	0
NPY1R	0.42965636	0	0
RPAP3	0.42965278	0	0
GPR26	0.42960396	0	0
MFAP1	0.42960396	0	0
KCTD19	0.42958242	0	0
ALOX15	0.42957574	0	0
ANKRD50	0.42954856	0	0
GOLGA5	0.42954803	1	1
HTRA1	0.42953604	0	0
CD69	0.42953292	0	0
TPP2	0.42951265	0	0
ACBD3	0.42947787	0	0
SNX17	0.42947483	0	0
FUBP1	0.42947024	1	1
AADAC	0.42945042	0	0
CEP78	0.42944303	0	0
VRK1	0.429432	0	0
ST6GALNAC5	0.42943034	0	0
RETN	0.42939585	0	0
ACTL9	0.4293469	0	0
SERPINH1	0.42933312	0	0
RRAGA	0.42932492	0	0
APEX2	0.42930502	0	0
MTMR4	0.4293023	0	0
TRAM1	0.42926946	0	1
NSUN6	0.42925182	0	0
SYTL2	0.4292325	0	0
LCE3C	0.42922202	0	0
TFEB	0.42920232	1	1
MUC3A	0.4291869	0	0
TOX2	0.429175	0	0
COPB2	0.42916363	0	0
EXOSC7	0.4291436	0	0
SYNPO2L	0.4291389	0	1
C9orf24	0.42912382	0	1
NDUFB3	0.42912215	0	0
GGA2	0.42912126	0	1
TULP3	0.4291156	0	0
UBE2Q2	0.42908207	0	0
SLC30A9	0.4290739	0	0
SPEF1	0.42906624	0	0
PSMB10	0.4290654	0	1
SART1	0.4290607	0	0
GNPTAB	0.4290494	0	0
DNAAF1	0.4290041	0	0
PLIN2	0.4289824	0	0
MYL12B	0.42895746	0	0
DNAJB6	0.42893595	0	0
PGM2L1	0.42893273	0	0
SERPINF1	0.428902	0	0
PRPS1L1	0.42890018	0	0
CHMP2B	0.42889705	0	0
NR2E1	0.42885336	0	0
OLIG2	0.4288392	1	1
B4GALNT1	0.42883688	0	0
PRDX5	0.4288284	0	0
ANAPC7	0.42879662	0	0
CNTN3	0.42879495	0	0
TSPO	0.42878312	0	0
IQCD	0.4287793	0	0
UGCG	0.42876107	0	0
TSPAN8	0.42874232	0	0
SENP6	0.4287243	0	0
ASB2	0.42872414	0	0
PPIF	0.42870015	0	0
AGGF1	0.42866048	0	0
RCSD1	0.42865872	0	0
UBE3B	0.4286376	0	0
LTBR	0.42861444	0	0
UBE2H	0.42854637	0	0
SPINK5	0.42854103	0	0
COX18	0.4285267	0	0
SMIM12	0.4285202	0	0
RBM45	0.42847866	0	0
CLDN5	0.42846188	0	0
SLC5A3	0.42843732	0	0
MYCBPAP	0.4283526	0	0
DHX32	0.42833814	0	0
NME7	0.42833233	0	0
HP1BP3	0.42832962	0	0
DMTN	0.42830485	0	1
IMMT	0.4283039	0	0
AK3	0.42824316	0	0
ARHGAP5	0.42820635	0	0
MYOC	0.42819586	0	0
MPP6	0.4281938	0	0
EPB41	0.4281934	0	0
MEIG1	0.42818218	0	0
PJA1	0.4281312	0	0
SPAG8	0.4281258	0	0
DHX16	0.42811918	0	0
SRSF11	0.4280559	0	0
TACC1	0.42805377	0	0
FZD10	0.42803955	0	0
DDX11	0.42802924	0	0
TTC27	0.42801315	0	0
SNCB	0.42797965	0	0
CFAP57	0.42795134	0	0
APOBEC3A	0.42794967	0	0
SENP1	0.4279222	0	0
CADM1	0.42791098	0	0
CLEC1A	0.42787123	0	0
CD247	0.42782146	0	0
FAM114A2	0.42775902	0	0
DHX33	0.42772883	0	0
CXCL9	0.42770934	0	0
DDHD1	0.42767325	0	0
ACVR2B	0.4276589	0	0
ADAT2	0.42765585	0	0
GATM	0.4276387	0	0
TEX2	0.42763606	0	1
NFU1	0.4276144	0	0
ABCF3	0.42759776	0	0
ATP2A3	0.42756027	0	0
FIGNL1	0.42755905	0	0
ATP6V1B1	0.42755738	0	1
ILF2	0.42752838	0	1
PTPN5	0.4275238	0	0
PRDM2	0.42752203	0	0
CASC1	0.4275109	0	0
SLC4A1AP	0.42750877	0	0
GTF2B	0.42746526	0	0
LDLRAD1	0.42746156	0	0
PIK3AP1	0.42744866	0	0
USP27X	0.42741925	0	0
SHANK3	0.42740792	0	0
PCCB	0.42739168	0	0
S100A4	0.42737278	0	0
TAGLN2	0.42732078	0	0
MYEF2	0.42727152	0	1
NFKB2	0.42727104	1	1
CROCC	0.42721686	0	0
ENPP3	0.42719537	0	0
FPR1	0.42719507	0	0
CCDC33	0.4271821	0	0
VTA1	0.42717633	0	1
ROR2	0.42717367	0	0
SPIRE1	0.42712742	0	1
ABCF2	0.42712507	0	0
TMF1	0.4271244	0	0
UHMK1	0.42710423	0	1
FNIP1	0.42705503	0	0
LAMTOR1	0.42703485	0	0
CCDC14	0.42698947	0	0
CPSF7	0.42698812	0	1
IFT57	0.4269417	0	0
SPICE1	0.42694125	0	0
CIB1	0.42693558	0	0
POLI	0.42693385	0	0
KCTD2	0.42693368	0	0
OSBPL6	0.42691207	0	0
UBASH3B	0.42683333	0	0
CCDC178	0.42682433	0	0
DYNC1LI1	0.42681035	0	0
ORC3	0.42680675	0	0
UFL1	0.4267486	0	0
TOPORS	0.42674455	0	0
PCYT1B	0.4267283	0	0
WLS	0.4267273	0	0
RNF185	0.42670864	0	1
LRRC28	0.42670384	0	0
CWC15	0.4266959	0	1
FOXL2	0.42666855	1	1
FOXC1	0.4266352	0	0
ABCC5	0.4266057	0	0
OR9G1	0.42659253	0	0
SCGN	0.4265805	0	1
FGF4	0.426578	0	0
CBFA2T3	0.42656484	1	1
ALDH1L2	0.42654485	0	0
STARD13	0.42654243	0	0
NOSTRIN	0.42654103	0	0
SIDT2	0.42653745	0	0
CDC7	0.42653102	0	1
PRODH	0.4264821	0	0
TBX20	0.42645854	0	0
CSTA	0.42645413	0	0
SYVN1	0.42645326	0	0
ZBTB14	0.42642236	0	1
TEX14	0.42637572	0	0
GRB14	0.42630848	0	0
FIGLA	0.42624202	0	0
NAPG	0.42623216	0	0
PPT2	0.42622423	0	0
TDRD9	0.42621413	0	0
DOCK3	0.42621225	0	0
ATP6V1F	0.42617893	0	1
FYTTD1	0.42616907	0	0
TBC1D1	0.42616528	0	0
GFOD1	0.42615986	0	1
HTR5A	0.42615443	0	0
ARHGAP29	0.42614356	0	0
COX8A	0.426128	0	0
CFAP99	0.4261033	0	0
ARSG	0.42606765	0	0
NDUFB7	0.4260366	0	0
CREB3L3	0.42602044	0	0
MYL2	0.42599425	0	0
FGF17	0.42597204	0	0
PIK3R3	0.42593354	0	0
LRCH3	0.42592677	0	1
PAK4	0.4259135	0	0
AKR7A2	0.4259073	0	0
ANKRD11	0.42589125	0	0
FAM161A	0.4258814	0	0
SMYD4	0.42587537	0	0
PAIP1	0.4258562	0	0
TLK2	0.42581806	0	0
EIF3M	0.4257813	0	0
GLIPR1	0.42576903	0	0
LCN2	0.42575353	0	0
ANKRD45	0.42573875	0	0
UBE2D4	0.42568833	0	0
GIGYF2	0.4256777	0	0
AIMP1	0.42567095	0	0
ZNF746	0.42566738	0	0
NAA10	0.42565995	0	0
CFAP61	0.4256444	0	0
KIF15	0.42560712	0	0
BAIAP2	0.4255902	0	0
RSPH1	0.4255805	0	0
CCDC96	0.42556936	0	0
MAGEA4	0.4255631	0	0
OR4A16	0.4255455	0	0
PSME1	0.4255262	0	0
COPG2	0.42550892	0	0
ERP29	0.42549276	0	1
FTL	0.42547113	0	0
MDH1B	0.4254555	0	0
NEIL3	0.42544055	0	1
CCDC81	0.4254368	0	0
ATAD2B	0.4254001	0	0
ADH4	0.42539564	0	0
DNAJC5	0.42537516	0	0
ACLY	0.4253695	0	0
ST13	0.42532617	0	0
ITGB4	0.42532364	0	0
COL8A1	0.42531282	0	0
PKN2	0.4252778	0	0
PCDH19	0.42526206	0	0
SEC23A	0.4252503	0	0
C4A	0.42515907	0	0
LINGO1	0.4251356	0	0
KIF17	0.4251226	0	0
MSMO1	0.42512012	0	0
LRGUK	0.42512006	0	0
MACC1	0.42510882	0	0
USP3	0.4251078	0	0
PIAS2	0.42509097	0	0
RGL1	0.42503285	0	0
ZMPSTE24	0.42501196	0	0
FOXL1	0.42501163	0	0
FIP1L1	0.4250105	1	1
HAUS6	0.4249999	0	0
SKAP1	0.42499462	0	0
ENTPD3	0.42496362	0	0
RSPH9	0.42496338	0	0
PSMD13	0.42494673	0	0
CABLES1	0.4249383	0	0
ERGIC1	0.42492518	0	0
NR5A1	0.42489895	0	0
GPR150	0.42489713	0	0
ACAD10	0.42488632	0	0
UBXN4	0.42488092	0	0
GTF2H4	0.4248661	0	0
UBOX5	0.42484513	0	1
RCC2	0.4248448	0	1
PPIC	0.42483854	0	0
CYP4V2	0.42481494	0	0
CHGA	0.42481223	0	0
PLS3	0.4247918	0	0
CCDC113	0.42478457	0	0
SIK2	0.4247799	0	0
NHLRC2	0.42476755	0	0
RPS6KA3	0.42475447	0	0
LIMA1	0.42473984	0	0
RBM22	0.42470923	0	0
EMC4	0.42467612	0	0
HSPA4L	0.424666	0	1
ARFGAP3	0.4246355	0	0
RSPH10B	0.42462534	0	0
HELQ	0.42461842	0	0
ATP2A1	0.4246076	0	0
RASAL2	0.42453247	0	0
CACNA1I	0.42452675	0	0
PFN4	0.4245209	0	0
CALCA	0.4245018	0	0
ESPN	0.42449394	0	0
PATL1	0.42445594	0	0
ZKSCAN3	0.4244557	0	0
NAALAD2	0.4243574	0	0
HEMGN	0.4243537	0	0
AP3D1	0.42435092	0	0
MS4A2	0.42431054	0	0
ANGEL1	0.42428893	0	0
F9	0.4242847	0	0
RRAGD	0.4242807	0	0
USP32	0.4242807	0	0
MC2R	0.42425165	0	0
SLC25A1	0.42424732	0	0
USP13	0.42424068	0	0
ELK4	0.42422867	1	1
ARPP19	0.4242267	0	0
S100A7	0.42421547	0	0
PNPLA3	0.4242119	0	0
ALOXE3	0.42420393	0	0
RP1	0.42420235	0	0
ZCCHC12	0.42419714	0	0
CDH9	0.42418113	0	0
PPP4R2	0.42416018	0	0
GJB6	0.42415467	0	0
FHOD3	0.4241465	0	0
ABHD11	0.424098	0	0
KRT6B	0.42407623	0	0
ADIPOR1	0.4240517	0	0
TMEM41B	0.42404884	0	1
KAT7	0.42402872	0	0
NDC1	0.42396227	0	1
MSX1	0.42395884	0	0
CXCL5	0.42394233	0	0
ARHGAP22	0.42394036	0	0
HBB	0.423935	0	0
FLOT2	0.423889	0	0
HSD17B10	0.42387444	0	0
TLX1	0.42384273	1	1
CASP14	0.4237942	0	0
SCAF4	0.42377347	0	0
KIAA0319	0.4237314	0	0
NRDE2	0.42372808	0	0
NECAB1	0.42372695	0	1
WNT7A	0.42371297	0	0
SCML2	0.4236857	0	0
DLEC1	0.42365408	0	0
TARBP1	0.4236521	0	0
PYGM	0.42358774	0	0
NME4	0.42357644	0	0
ZFP91	0.42357635	0	0
PRKRA	0.4235402	0	0
SEZ6	0.42353287	0	0
ZYX	0.42350024	0	0
ATP6V1D	0.42349133	0	0
HBA2	0.4234898	0	0
STK32B	0.42348546	0	0
DNAJC1	0.42344832	0	0
POR	0.42344332	0	0
ENTPD1	0.42343265	0	0
TNFRSF1B	0.42342982	0	0
PDPR	0.42341226	0	0
PSG4	0.42336568	0	0
STX1A	0.42335945	0	0
MOCS3	0.4233026	0	1
COMMD8	0.42327595	0	0
ARPC4	0.423275	0	0
POT1	0.42325807	1	1
USP34	0.42324686	0	0
RPP38	0.42323893	0	0
CFAP221	0.42323261	0	0
GLIS2	0.42322603	0	0
TRAM2	0.42321095	0	0
PDE2A	0.42319623	0	0
CPT2	0.42317924	0	0
GOSR2	0.42317837	0	0
CLGN	0.4231782	0	0
TMED4	0.4231674	0	0
LRRFIP1	0.42316514	0	0
PAMR1	0.42315355	0	0
PDCD6IP	0.42314562	0	0
ESRRG	0.42314157	0	0
VDAC3	0.4231332	0	0
PSMD10	0.4231215	0	0
USP48	0.42308134	0	0
LRIT1	0.4230813	0	0
COL17A1	0.42307782	0	0
VPS8	0.4230693	0	0
GABRA4	0.42306203	0	0
PAF1	0.42305908	0	0
ITGA2B	0.42305723	0	0
MTRR	0.4230442	0	0
NKX2-2	0.42303976	0	0
TBX1	0.42302027	0	0
AFF1	0.42301828	1	1
SNX27	0.42301202	0	0
INA	0.42299142	0	1
LRRC46	0.42297453	0	0
GPBAR1	0.42296043	0	0
LHX2	0.42295521	0	0
AMPD1	0.42293268	0	0
COG6	0.42290884	0	0
RIPK4	0.4228816	0	0
ERI1	0.42288002	0	1
TTI1	0.42287692	0	0
CBLN2	0.42284232	0	0
ACP5	0.4228106	0	0
CATSPER2	0.4227929	0	0
PAH	0.42278886	0	0
GPC1	0.42278877	0	0
LHX4	0.4227771	0	0
WDR81	0.4227725	0	0
NEIL2	0.42277008	0	0
RRP1B	0.4227658	0	0
TIMM17B	0.4227124	0	0
MSH4	0.42269784	0	0
GLTP	0.422688	0	0
FMO1	0.42268595	0	0
STIM2	0.4226676	0	0
RRS1	0.4226573	0	0
C2CD3	0.4226523	0	0
PBX3	0.42260924	0	0
C2orf49	0.42260164	0	1
GBP4	0.42259684	0	0
IFT52	0.42258072	0	0
ACTL8	0.42256635	0	1
LRP4	0.42254663	0	0
TMTC2	0.42252573	0	0
MAML3	0.4225234	0	0
PPP4R1	0.42250627	0	0
ACSS3	0.42248082	0	0
ABI2	0.4224789	0	0
SMPD1	0.42247432	0	0
MORN5	0.42242146	0	0
COMMD10	0.42241335	0	0
PPP2R5E	0.4223916	0	0
GGA3	0.42237648	0	0
CFAP45	0.42237443	0	0
TMEM185A	0.4223744	0	1
KCND3	0.42236847	0	0
RRAGC	0.42233586	0	0
ADM	0.4223327	0	0
GRAP2	0.42232934	0	0
SCN3A	0.4223152	0	0
ATP2B1	0.4223042	0	0
NEK9	0.42229122	0	0
ZP4	0.42226496	0	0
LNX1	0.4222591	0	0
OMA1	0.42225188	0	0
CD28	0.42222634	0	0
UBE2B	0.42221957	0	0
ZNF512	0.42221794	0	1
TAF1C	0.42221206	0	0
HTR1B	0.4221953	0	0
CTSG	0.42219085	0	0
UBE2R2	0.42217168	0	0
KDF1	0.42214116	0	0
RPLP2	0.42206392	0	0
MAGI2	0.42205238	0	0
SIX3	0.42195863	0	0
SLC22A3	0.42195296	0	0
MTSS1	0.4218634	0	0
ESF1	0.42185098	0	1
MLLT1	0.4218141	1	1
TEF	0.42178637	0	0
INCENP	0.4217743	0	0
TMEM100	0.42171484	0	0
OR7D4	0.4216992	0	0
VNN2	0.42169032	0	0
RND1	0.4216384	0	0
CYP7B1	0.42161927	0	0
RPL34	0.42161602	0	0
PHF12	0.4215788	0	1
PCDHB16	0.4215724	0	0
ADAMTS15	0.4215641	0	0
KCNIP2	0.42155474	0	1
TRPV2	0.42151904	0	0
MEGF10	0.42151564	0	0
SLA	0.42150545	0	0
PCDHB7	0.42150322	0	0
EFHC2	0.42149696	0	0
NGLY1	0.42145205	0	0
KRT17	0.421429	0	0
SDC2	0.4214159	0	0
SLC25A14	0.42139357	0	0
KYNU	0.42137712	0	0
USP6	0.42135125	1	1
SLITRK3	0.42132944	0	0
NEK10	0.42132264	0	0
USP25	0.4213051	0	0
ALDH6A1	0.42126775	0	0
GOLGA3	0.42126703	0	0
GRM2	0.42124552	0	0
HSPB3	0.42118135	0	0
KAT2A	0.42117268	0	0
SLC4A1	0.4211568	0	0
PIEZO1	0.42114338	0	0
DOK2	0.4211266	0	0
ADRA1D	0.42111444	0	0
CEP63	0.42111063	0	0
FRS2	0.42105246	0	0
KLF2	0.42104274	0	0
UBE2V1	0.4209712	0	0
DLL4	0.42094	0	0
TMEFF2	0.4209102	0	0
VPS16	0.420878	0	0
KCNMB1	0.42085654	0	0
ZADH2	0.42085457	0	1
DAW1	0.42084235	0	0
GORASP1	0.42083973	0	0
STX18	0.420789	0	1
RNF130	0.42074615	0	1
BST2	0.42069474	0	0
IGLL5	0.4206717	0	0
MCEE	0.42063823	0	0
FCRL2	0.4206311	0	1
SLC26A7	0.4206298	0	0
PHAX	0.4206063	0	1
PRKAR2B	0.4206036	0	0
TUBB1	0.42060137	0	0
RGS22	0.420581	0	0
FAM216B	0.4205574	0	0
B3GALNT2	0.4205472	0	0
BRINP1	0.4205265	0	0
TCN1	0.4204784	0	0
CPEB4	0.4204575	0	0
PDLIM1	0.4204479	0	0
IPMK	0.42040506	0	0
GTF2H5	0.42040348	0	0
BPNT1	0.4203895	0	0
TIE1	0.42038202	0	1
ATP6V0B	0.42037854	0	0
TTF2	0.42037812	0	0
CORIN	0.42035595	0	0
LRFN2	0.42031187	0	0
PRDM11	0.42029577	0	0
OTUD7A	0.42029008	0	0
PPME1	0.42027402	0	0
PDP2	0.42027044	0	0
SRSF4	0.42026645	0	0
GFRA2	0.4202651	0	0
LAD1	0.42024818	0	0
TTC25	0.42024738	0	0
PTPRJ	0.42023435	0	0
APOC1	0.42022285	0	0
NSMAF	0.42020646	0	0
MYO7A	0.42020544	0	0
GJA4	0.42017227	0	0
PAGE4	0.420168	0	0
TBPL2	0.42015997	0	1
SBNO1	0.42014152	0	0
POLR3C	0.42013693	0	0
FSHB	0.4200905	0	0
PIK3C2G	0.42008844	0	0
SLK	0.4200883	0	0
ST8SIA6	0.42007643	0	0
ATG2B	0.42007136	0	0
SYT10	0.42006928	0	0
TLK1	0.42006785	0	1
ABLIM3	0.4200558	0	0
DNAJC17	0.41998297	0	0
SIDT1	0.41994056	0	0
AGL	0.41991773	0	0
ECSIT	0.41987687	0	1
CFAP70	0.41985312	0	0
CYP3A4	0.41984266	0	0
XYLT2	0.41984063	0	0
TAPBP	0.4198402	0	0
BCAS3	0.41979265	0	1
CADPS	0.41978177	0	0
RSPO1	0.41976905	0	0
NUF2	0.4197368	0	0
DDO	0.4196914	0	0
TAF6	0.41969022	0	0
ZWINT	0.41968936	0	0
SPRY2	0.41966075	0	0
RGS3	0.41963148	0	0
TDRD1	0.41962308	0	0
ELK1	0.41961783	0	0
REV1	0.41958135	0	1
CA8	0.41955844	0	0
DUSP12	0.4194708	0	1
PCYT1A	0.41945633	0	0
KRT75	0.41943902	0	0
DNAJC5B	0.41943774	0	0
ARNTL	0.41943043	0	0
AMDHD1	0.419424	0	1
WDR55	0.4193634	0	0
MRGPRX3	0.41936117	0	0
DNAI2	0.4193479	0	0
DVL2	0.41934285	0	0
NUDT9	0.41933116	0	1
CTPS2	0.41931358	0	0
GPSM3	0.41929746	0	0
SAR1B	0.41928047	0	0
AQP5	0.41927528	0	0
MS4A8	0.41926378	0	0
EMC3	0.4192583	0	0
SNAPC3	0.41921148	0	0
CYP11B2	0.4192052	0	0
DUSP19	0.4192047	0	1
PRKAG1	0.41920424	0	0
IGKV2D-29	0.41919866	0	0
PLA2G4F	0.41919607	0	1
IL5	0.41919556	0	0
ACP1	0.4191896	0	0
LSM3	0.4191892	0	0
TEKT2	0.41918868	0	0
CRNN	0.4191869	0	1
APOC3	0.41916814	0	0
PPP6R3	0.4191026	0	1
TACC3	0.4190588	0	0
NCK2	0.4190341	0	0
PIFO	0.4190324	0	1
EPB42	0.41901198	0	0
MUL1	0.41899687	0	0
ATP6V1C2	0.41898543	0	0
NOS1AP	0.4189744	0	0
AKAP3	0.41895762	0	1
PCID2	0.41894642	0	0
GTSE1	0.4188919	0	1
TSTA3	0.4188808	0	0
RPH3A	0.41887778	0	0
KLF3	0.41884786	0	0
MEX3C	0.41881856	0	0
PFKP	0.41875464	0	0
DCDC2	0.41875395	0	0
CD1E	0.41873828	0	0
SLC12A3	0.4187358	0	0
MYCL	0.41871017	1	1
SLC27A6	0.41864744	0	1
VWA3A	0.4186418	0	0
MAP1LC3A	0.41863698	0	1
CYP51A1	0.41861114	0	0
SLC7A5	0.41859698	0	0
RSF1	0.41858178	0	1
C20orf85	0.4185564	0	0
TMC2	0.41853794	0	0
LIAS	0.4185072	0	0
YEATS2	0.41849136	0	0
CTDSPL2	0.41847682	0	0
DNAJB4	0.41847458	0	0
ATP7B	0.41846886	0	0
TEX13A	0.4184659	0	0
HBD	0.41845948	0	0
MMP1	0.4184195	0	0
PIH1D2	0.4183794	0	0
TESPA1	0.41837507	0	0
FOXI1	0.41835946	0	0
RCVRN	0.41832238	0	0
HELB	0.41828746	0	0
ARMC3	0.4182872	0	0
DENND5A	0.41826496	0	0
DAD1	0.41818613	0	0
DDX4	0.41817865	0	0
LIN28A	0.4181532	0	1
MALT1	0.41813856	1	1
NCAPD2	0.41811624	0	0
EXOSC9	0.41806418	0	0
TTLL9	0.41802472	0	0
ALAS2	0.4180014	0	0
TES	0.41799483	0	0
NUS1	0.41795954	0	0
DDX46	0.41795716	0	0
DSG3	0.41795078	0	0
C5orf49	0.41788283	0	0
GLOD4	0.41785455	0	1
AK8	0.41782814	0	0
OAS3	0.41780424	0	0
BRD1	0.41778994	0	1
ADH1A	0.41774336	0	0
TRHR	0.41768974	0	0
PLVAP	0.41767773	0	0
CYP26B1	0.41765118	0	0
SPTLC3	0.41764846	0	0
CDC20B	0.4176394	0	0
S100A9	0.4176344	0	0
RRP9	0.4176278	0	1
PRRC2A	0.4175786	0	0
SPATA4	0.41757646	0	0
MYF5	0.41756782	0	0
S100B	0.41755956	0	0
ADH7	0.41755906	0	0
LRRC49	0.41755837	0	1
RNF122	0.4175581	0	1
LAMTOR3	0.41755596	0	0
ILVBL	0.4174334	0	0
KY	0.41740474	0	0
RIBC2	0.4174041	0	0
TTC7A	0.41739282	0	0
MEIS1	0.41738185	0	0
CTNNA3	0.41735688	0	0
GNG4	0.41733226	0	0
NPNT	0.4173221	0	0
ELOVL4	0.417277	0	0
EIF2B2	0.41727394	0	0
TRPC4AP	0.41727057	0	0
AKAP14	0.41726512	0	0
HBG2	0.41723117	0	0
NKTR	0.41720867	0	0
MYRF	0.41720814	0	0
GPR183	0.41720074	0	0
MGME1	0.41719514	0	0
NUCKS1	0.4171937	0	0
PCDH9	0.41719335	0	0
CASP7	0.41718322	0	0
FEM1C	0.41712332	0	1
CDK8	0.4170801	0	0
GFOD2	0.4170611	0	1
INPP5B	0.41705933	0	0
TMEM164	0.4170313	0	1
UROD	0.41702795	0	0
ZMYND10	0.4170247	0	0
MAP3K5	0.41702205	0	0
GCDH	0.4169879	0	0
PPP2R5C	0.41696256	0	0
SCRIB	0.4169516	0	0
KPNA5	0.4169492	0	0
PPP1R7	0.416928	0	0
KCNJ4	0.41689682	0	0
PLEKHG1	0.41686386	0	0
SLC25A20	0.41686288	0	0
CLIC1	0.41686144	0	1
FBXL4	0.41685873	0	0
TMEM127	0.4168448	1	1
MARK2	0.41682762	0	0
FBXO16	0.41682443	0	0
QTRT1	0.4168183	0	0
BPGM	0.4168097	0	0
RPE65	0.41680574	0	0
WDR38	0.41680557	0	0
KCTD12	0.41678587	0	0
CISD2	0.41677707	0	0
PLXNA1	0.41675314	0	0
SLC39A8	0.4167428	0	0
CEP128	0.4167343	0	1
DBNL	0.41672572	0	0
OAZ1	0.4167231	0	0
SP3	0.4167017	0	0
NDUFA1	0.41660294	0	0
CA9	0.41654786	0	0
RNF40	0.4165163	0	0
REPS1	0.41651163	0	0
