gene	driver_prob	is_driver	is_labeled
GBX1	0.2907782	0	0
NOP16	0.2907769	0	1
MYL10	0.29077035	0	0
ALKBH4	0.29073632	0	0
FAM83A	0.29072422	0	0
HS3ST6	0.29068872	0	0
KRT85	0.2906812	0	0
SPATA2L	0.29066858	0	0
DDX19B	0.29063582	0	1
TCTA	0.2906248	0	0
PEX11B	0.29061034	0	0
HOXD4	0.29060322	0	0
WDR86	0.29057422	0	0
LRRC45	0.29056233	0	1
COL28A1	0.290508	0	0
SLC38A10	0.29050362	0	0
SLC25A27	0.29048952	0	0
SMCO4	0.2904874	0	0
FANCD2OS	0.2904389	0	0
C20orf141	0.2904275	0	0
MANSC4	0.2904151	0	0
CYB561	0.29040122	0	0
TIGD1	0.2903884	0	0
NPIPA5	0.29032564	0	0
ZFP62	0.29027897	0	0
LARP6	0.29025325	0	0
ANTXR2	0.29025036	0	0
RAB20	0.29018146	0	0
DPYSL4	0.29016423	0	0
KRTAP12-1	0.29014617	0	0
EHD2	0.2901332	0	0
MLYCD	0.2901165	0	0
GALNT16	0.2901147	0	0
OR5AK2	0.29010767	0	0
TINAG	0.29005307	0	0
FCGR1B	0.29001945	0	0
RPL22L1	0.2900077	0	1
ABTB2	0.29000765	0	0
DBNDD1	0.29000014	0	0
MROH6	0.28999907	0	0
TCF24	0.28999618	0	1
MIF4GD	0.28997996	0	0
COA6	0.2899789	0	0
NPVF	0.28997248	0	0
FAM160A2	0.2899659	0	1
NPPC	0.28994817	0	0
ERICH4	0.28992224	0	0
PHLDA3	0.28989595	0	0
AVPR1B	0.28974327	0	0
SEBOX	0.28974319	0	0
C1RL	0.28971967	0	0
SERPINB10	0.28971356	0	0
LIM2	0.28969088	0	0
LACTB	0.28969026	0	0
KRTAP19-5	0.2896884	0	1
RNF214	0.28967255	0	0
MADCAM1	0.28966978	0	1
PFAS	0.28965825	0	0
APC2	0.28962907	0	0
CBX8	0.28957814	0	0
ANKRD31	0.28951144	0	0
REG4	0.28950876	0	0
FAM78B	0.28950563	0	0
CDK2AP2	0.2894364	0	0
C1QTNF3	0.28943425	0	0
ZDHHC23	0.28942975	0	0
CTXN3	0.28942946	0	1
MED30	0.28941953	0	0
C11orf95	0.28940368	0	0
RNF141	0.28938857	0	0
ZNF474	0.28938103	0	0
MMRN2	0.2893743	0	0
TNFRSF10A	0.2893337	0	0
PPAN-P2RY11	0.2893128	0	0
ZNF213	0.2892919	0	0
MYLK4	0.28925377	0	0
TRNP1	0.28922907	0	0
NBPF11	0.28922638	0	0
CSRNP3	0.28919965	0	1
ANKRD35	0.28918654	0	0
DEFB124	0.28918415	0	0
ULK4	0.28914723	0	0
CEP192	0.28912628	0	0
DUPD1	0.28912383	0	1
TEKT5	0.28909272	0	1
FBXO27	0.28900364	0	0
FNDC9	0.2889797	0	1
IMP4	0.28896976	0	0
C3orf80	0.28896326	0	0
CLN6	0.28894657	0	0
RELT	0.28885663	0	0
KLF7	0.28883415	0	0
PNMA2	0.28880352	0	0
MSANTD3	0.28880328	0	0
TMEM221	0.2887836	0	0
LTB4R2	0.28875715	0	0
EQTN	0.28872854	0	0
GPR155	0.28871426	0	1
CASQ2	0.2886917	0	0
PLCD3	0.2886784	0	1
CARD16	0.28864896	0	0
SLCO4A1	0.2886259	0	0
ETV4	0.28860316	1	1
NPEPL1	0.28859955	0	1
ABCC11	0.28859082	0	0
PSMG3	0.28859046	0	0
RPUSD1	0.2885806	0	0
LY6G6D	0.28854647	0	0
OR10Q1	0.28848183	0	0
DMP1	0.28847608	0	0
C2orf88	0.28846416	0	0
GPR45	0.2883582	0	0
ANTXRL	0.288349	0	0
DEFB123	0.28832376	0	0
SDHAF1	0.28827423	0	0
PTGER1	0.288272	0	0
HAPLN3	0.28825936	0	1
RNF14	0.28825927	0	0
CPNE2	0.28825647	0	0
EPM2A	0.28821436	0	0
PRSS53	0.28818992	0	0
FOXN2	0.2881674	0	1
CRYBB3	0.28809574	0	0
LY6K	0.28804693	0	0
NCR3	0.28796256	0	0
DCAF15	0.28795838	0	0
CCDC61	0.2879582	0	0
WDR88	0.28791887	0	0
C12orf56	0.28791645	0	0
DEPDC7	0.28790468	0	0
FOXD4	0.28789422	0	0
ACTL7A	0.2878545	0	0
SRD5A1	0.28785145	0	0
GHRHR	0.2878452	0	0
ITGAD	0.2878382	0	0
RAX2	0.28783342	0	0
FBXL6	0.28781992	0	0
LEFTY2	0.28780812	0	0
PARP10	0.2877914	0	1
ODF3	0.28777575	0	0
ZGLP1	0.28775764	0	0
NUTM2G	0.28773087	0	0
TSPAN6	0.28767827	0	0
TMEM252	0.28766796	0	1
FNDC7	0.28766313	0	0
ILDR1	0.28764513	0	0
CCDC148	0.28764215	0	0
ZC3HAV1L	0.28763282	0	0
CALHM3	0.2876283	0	0
KIAA0355	0.2875926	0	0
TSPAN7	0.28758693	0	0
ARV1	0.28758657	0	0
RALGDS	0.28756553	0	0
ZC2HC1C	0.2875655	0	0
CACNG7	0.28756443	0	0
ZNF710	0.28755713	0	1
BOLA1	0.28754914	0	0
C1QL3	0.2875416	0	0
ZNF239	0.2875089	0	0
SYNE4	0.28744265	0	0
PDZK1	0.28740588	0	0
KRTAP10-5	0.28735554	0	1
NR1H2	0.28730524	0	0
FAM177A1	0.2873016	0	0
OGFRL1	0.28730103	0	1
C16orf92	0.28729278	0	1
THAP2	0.28728747	0	0
KISS1R	0.2872855	0	0
FN3KRP	0.28724986	0	0
LRP3	0.28724378	0	0
EIF5AL1	0.28724092	0	1
RS1	0.28720373	0	0
TMEM54	0.2871785	0	0
SYT16	0.2871753	0	0
C18orf32	0.2871737	0	0
CEP85L	0.28715107	0	1
C8orf33	0.28712338	0	0
USP35	0.28710598	0	0
ZNF540	0.28710204	0	0
TSPAN16	0.28706422	0	0
ACAP3	0.28705347	0	0
BCAN	0.28704923	0	0
ST3GAL5	0.2870397	0	1
CHCHD5	0.28701097	0	0
NAPSA	0.28700322	0	1
KCTD1	0.28697866	0	0
ALS2CL	0.28697795	0	0
RBM44	0.28697327	0	0
BDH1	0.28691947	0	0
RAB4B	0.28686053	0	0
TMEM106C	0.2868542	0	0
SPATS2	0.28680116	0	0
C2orf69	0.2867566	0	0
KLHL11	0.28674167	0	1
LYZL4	0.2867363	0	0
DEPTOR	0.2867217	0	1
CIART	0.28668612	0	0
SGSM3	0.28667417	0	0
SRL	0.2866522	0	0
TEX37	0.28663945	0	1
TRIM45	0.28662103	0	0
SIGLEC5	0.28661847	0	0
CCHCR1	0.28659564	0	0
DUSP13	0.2865818	0	0
P2RX4	0.28658	0	0
ZNF891	0.2865563	0	0
CSNK1G2	0.2865478	0	0
MYBPC2	0.28653744	0	0
KCNS1	0.2865262	0	0
KCNMB4	0.28650013	0	0
RHBG	0.2864792	0	0
EIF2D	0.28645855	0	0
SSH2	0.28640252	0	0
C1orf122	0.28639477	0	0
ZNF502	0.2863788	0	1
MDP1	0.28635854	0	0
ZNF69	0.28635612	0	0
CHP2	0.28629977	0	1
RNASEH2C	0.28628635	0	0
GPR182	0.28628176	0	1
TEX29	0.28627947	0	1
ADORA1	0.2862762	0	0
STON1	0.28627357	0	0
C14orf39	0.28623256	0	0
CCDC102B	0.2862205	0	0
LAMTOR4	0.28621632	0	0
FUCA2	0.28617588	0	0
ZSCAN12	0.28614086	0	0
ZNF654	0.2861014	0	0
NHEJ1	0.28605676	0	0
AQP11	0.28600034	0	0
ZNF589	0.28599128	0	0
C1orf52	0.2859477	0	0
KIAA0753	0.28593272	0	0
LY6G6E	0.28588927	0	0
VKORC1L1	0.28584522	0	0
ZNF706	0.28581768	0	0
ART4	0.28580132	0	0
SLC2A7	0.28578955	0	0
TOMM5	0.28576645	0	0
ZNF420	0.28573513	0	0
FER	0.28571373	0	0
KRTCAP3	0.28569528	0	1
SPTSSA	0.28565973	0	0
ARRDC5	0.28565374	0	0
C7orf61	0.28564113	0	0
MPP4	0.28563294	0	0
INSL4	0.28557482	0	0
TNFAIP8	0.28556404	0	0
GCAT	0.28553277	0	0
ZNF728	0.28551504	0	0
TMPRSS9	0.28551477	0	0
PATE1	0.28549284	0	0
KCNG4	0.285484	0	0
DEFB118	0.28541785	0	0
FAM72A	0.2853549	0	0
RPS10-NUDT3	0.28535038	0	0
CLEC18A	0.28534776	0	0
FAM205A	0.285343	0	0
PPP1R35	0.28531346	0	0
ZNF697	0.2852829	0	0
IPO5	0.2852692	0	0
CC2D2A	0.28525048	0	0
BRI3	0.28521678	0	0
RGPD4	0.28518692	0	0
SHB	0.28516465	0	0
SDF2L1	0.28512716	0	0
CCDC69	0.28511325	0	0
PKIG	0.28510827	0	0
AMN1	0.28502378	0	0
UNC93B1	0.2850143	0	0
GPR20	0.2849936	0	0
SNX29	0.2849871	0	0
MRVI1	0.28498238	0	0
SURF4	0.28494197	0	0
PLEKHJ1	0.28493395	0	0
MYPOP	0.2849179	0	0
FRG2B	0.28481945	0	0
MED18	0.2848157	0	0
STK32A	0.2847882	0	0
CYP2C8	0.28477278	0	0
IL36G	0.2847559	0	0
NOXRED1	0.28475574	0	0
PRR29	0.28472584	0	0
RASEF	0.28468975	0	0
ZNF573	0.28468248	0	1
HNMT	0.2846387	0	0
ZNF7	0.28460363	0	0
GPR21	0.284588	0	0
SPATC1	0.28457475	0	0
GSKIP	0.28457463	0	0
ASIC2	0.28453854	0	1
SLC16A9	0.28449488	0	0
COX19	0.28443414	0	0
RGPD8	0.28442267	0	0
TRABD	0.28441384	0	0
RASSF4	0.2843902	0	0
GATC	0.28438514	0	0
SULT2A1	0.28434354	0	0
KIAA0895L	0.28429902	0	0
ZNF30	0.28429073	0	1
SPESP1	0.28429013	0	0
TVP23A	0.2842664	0	1
BPIFB3	0.284255	0	1
CHD2	0.28424752	0	0
XRCC4	0.28413883	0	0
CYP4F12	0.2841308	0	0
MRPL28	0.28412026	0	0
PRB3	0.28407967	0	0
EDDM3B	0.2840629	0	1
SOX21	0.28405052	0	0
CHMP4A	0.28403255	0	0
IGSF5	0.28402004	0	0
KIAA0895	0.28400847	0	0
CABP7	0.28396526	0	0
SOX15	0.28391254	0	0
METTL24	0.2839119	0	0
TMEM235	0.28386635	0	0
UBALD2	0.2838343	0	0
PRAMEF11	0.28382236	0	0
MRPS18B	0.28379536	0	0
GCNT4	0.28377023	0	0
SIGLEC9	0.283698	0	0
POMT1	0.28369504	0	0
LHX5	0.283684	0	0
RAET1E	0.28368396	0	1
SEMA4C	0.2836615	0	0
LIME1	0.2836584	0	0
S100A1	0.2836333	0	0
ELMO3	0.28360552	0	0
ALKBH6	0.2835825	0	0
POTEH	0.2835618	0	0
SLC16A3	0.28350225	0	0
CCDC171	0.28350195	0	0
OOSP2	0.2834742	0	0
HTN1	0.2834694	0	0
CAMKK1	0.28345793	0	1
C19orf47	0.283436	0	0
EID2B	0.2833869	0	1
KLHL18	0.28338495	0	0
MYH14	0.28335506	0	0
ARMCX1	0.2832791	0	0
CRYBA4	0.28319955	0	0
ITM2C	0.2831956	0	0
MT4	0.28317538	0	0
IDO2	0.28314814	0	0
PRAMEF9	0.28313667	0	0
LIMD2	0.28312066	0	0
ARL6IP4	0.2831045	0	0
C6orf120	0.28306243	0	0
PROB1	0.2830575	0	0
ZBED6	0.2830359	0	0
GJC3	0.2829452	0	0
TRMT2B	0.2829355	0	0
MFSD8	0.28292185	0	0
GRIN2D	0.2828667	0	0
SMG9	0.28284395	0	1
UTS2	0.2828272	0	0
TMEM218	0.28281832	0	1
C1orf54	0.28281495	0	0
ZBED4	0.28281054	0	0
LENG1	0.28278425	0	0
TAAR2	0.28277263	0	0
SLC7A3	0.28276882	0	0
NUDT14	0.2827477	0	0
LRRC58	0.282641	0	0
SP5	0.28262734	0	0
C2orf66	0.28254598	0	0
HIGD2A	0.2825323	0	1
SOX12	0.2824995	0	0
FAM220A	0.2824904	0	0
HDDC2	0.2824445	0	1
C10orf105	0.2824039	0	0
MAS1	0.28239754	0	0
MC1R	0.2823853	0	0
KLHL30	0.28234863	0	0
PIP5K1A	0.28233108	0	0
THEM5	0.28232387	0	0
TAAR9	0.2822791	0	1
NUTM2A	0.28227395	0	0
SULT1A4	0.2822718	0	0
PET100	0.28222096	0	0
ITGA10	0.28222054	0	0
KRTAP26-1	0.28221577	0	1
DDX25	0.28220206	0	0
BPIFA3	0.28218874	0	0
CATSPERB	0.28218767	0	0
C4orf19	0.2821738	0	0
OAZ2	0.28214747	0	0
RFNG	0.2821294	0	0
SMIM5	0.28211296	0	1
KCNE2	0.28211147	0	0
FBXO30	0.28208277	0	0
PRR19	0.28207067	0	0
GSTM2	0.28206158	0	0
TBX19	0.28205964	0	0
PLAC8L1	0.2820428	0	0
STPG1	0.2820357	0	0
C8orf58	0.28202683	0	0
LGI4	0.2820249	0	0
PIANP	0.28200236	0	0
DDX51	0.2819549	0	0
ZDHHC24	0.281909	0	1
PRR5	0.28189936	0	0
LRRC34	0.2818802	0	0
RNF113B	0.28186387	0	0
LRRC72	0.28185257	0	0
CENPM	0.28182834	0	1
R3HDM1	0.28180674	0	0
LEMD1	0.28174856	0	0
ATAT1	0.28172576	0	0
GPR34	0.2817122	0	0
GPR135	0.2817014	0	0
CCDC154	0.28167182	0	0
SLC25A38	0.2816708	0	0
TYW1B	0.2816363	0	0
ARID3C	0.28161964	0	1
YIF1A	0.2816012	0	0
DEFA1	0.28160006	0	0
NKG7	0.2815945	0	1
SPATA13	0.2815899	0	0
KCTD21	0.28154778	0	1
CORT	0.28152663	0	0
LAT2	0.2814975	0	0
C5orf63	0.28148133	0	0
TSC22D4	0.28147864	0	0
C3orf18	0.28143698	0	0
TRIM74	0.28141576	0	0
OR8B8	0.28140324	0	0
BRSK1	0.28138402	0	0
ZNF80	0.2813835	0	0
LDHAL6A	0.28135824	0	1
ADRB3	0.2813226	0	0
HNRNPA1L2	0.28129554	0	1
SUCNR1	0.28129044	0	0
ROPN1B	0.2812735	0	1
MOGAT2	0.2812603	0	0
COLQ	0.28125182	0	0
MRPS28	0.28124171	0	0
IRF2	0.2812246	0	0
MAEL	0.28117412	0	0
UCK1	0.28117004	0	0
CORO7	0.2811524	0	0
NUDT6	0.2811487	0	0
EXTL2	0.28107545	0	0
ZDHHC11B	0.28107277	0	0
PRM1	0.28106964	0	0
KLF16	0.28106338	0	0
WNK4	0.28104615	0	0
HOXA6	0.28101927	0	0
KLHL9	0.2810008	0	0
LSMEM2	0.28098726	0	1
MR1	0.28095347	0	0
BCL2L2	0.28093767	0	0
PYCR1	0.2809319	0	0
MPC2	0.2809239	0	1
KRTAP19-8	0.2809198	0	0
FAM71E2	0.28086796	0	0
GTF2IRD2	0.28085962	0	1
NUTM2E	0.2808589	0	0
FAM174B	0.28083622	0	0
OR4C12	0.2808318	0	0
PRAMEF25	0.28081045	0	0
NEUROD2	0.28079817	0	0
TIGD7	0.28077024	0	0
FAM181B	0.28070575	0	0
HEATR4	0.2806943	0	0
B3GALT6	0.28067505	0	0
YDJC	0.2806732	0	0
JTB	0.28066644	0	0
CSNK1A1L	0.28064075	0	1
ULBP3	0.28060478	0	0
RAB37	0.2805995	0	0
FAM229A	0.28058547	0	0
AP1AR	0.28057158	0	1
LRTM1	0.28057083	0	1
HLA-DMA	0.28054327	0	0
SAMD13	0.2804851	0	0
GLTPD2	0.28047556	0	1
PROSER3	0.28046057	0	0
CASP10	0.2804603	0	0
TTC17	0.28044507	0	0
NEIL1	0.28044254	0	0
SPATA33	0.28043437	0	0
MAGEA8	0.28043002	0	0
SYCE2	0.28042665	0	0
OR56A4	0.2803875	0	0
DEFB127	0.28038713	0	0
OR2B6	0.28038192	0	0
TEN1	0.2803121	0	0
OPN1SW	0.28028455	0	0
NUDT22	0.28027296	0	0
TRIM34	0.28025055	0	0
LRRC24	0.28024915	0	1
OR4K13	0.28017265	0	0
FSD2	0.2801207	0	0
VWA5B2	0.2801035	0	0
SPRR2A	0.280088	0	0
ITGB8	0.28008756	0	0
C10orf62	0.28007525	0	0
OR56B4	0.28001457	0	0
KRTAP10-2	0.28001127	0	0
PROX2	0.279984	0	0
PTGES3L-AARSD1	0.2799199	0	1
NDNF	0.279895	0	0
SPANXN4	0.2798599	0	0
CYHR1	0.2798492	0	0
TNFAIP8L1	0.27974504	0	0
PHACTR2	0.27969915	0	0
BHLHA15	0.27968845	0	0
SLC28A1	0.27968514	0	0
TEX261	0.27966934	0	1
FAM104A	0.27966273	0	0
CHIC2	0.27966204	0	0
CCDC157	0.27954966	0	0
IL4I1	0.27951747	0	0
TSPAN5	0.27950603	0	0
TBC1D26	0.279478	0	0
MALL	0.279449	0	0
NGRN	0.27938682	0	0
RNF166	0.27934963	0	0
SNX21	0.27933398	0	1
EFHD1	0.27930748	0	0
CRHBP	0.2792215	0	0
APCDD1L	0.279202	0	1
ZNF317	0.2791819	0	0
TMEM204	0.2791778	0	0
HRH4	0.27917057	0	0
TRIM73	0.2791564	0	0
MBD3L5	0.2791536	0	0
TPRN	0.27910954	0	0
C11orf42	0.27908823	0	0
PIGB	0.27907136	0	0
ZC3H12B	0.27906442	0	0
DGCR6	0.27904266	0	0
TRPC5	0.27903685	0	0
OR5K2	0.2790367	0	0
IGFL2	0.27903247	0	0
ZNF599	0.27902618	0	1
OR52N1	0.27900866	0	0
HCFC1R1	0.27897626	0	1
C5orf15	0.2789723	0	1
NREP	0.27896655	0	1
AEN	0.2789495	0	1
SECTM1	0.2789387	0	0
SEMA3D	0.27892357	0	0
VSTM2B	0.27886745	0	0
ZNF576	0.2788519	0	1
PDCD2L	0.27884167	0	0
B4GALT3	0.27883717	0	0
PAQR6	0.27883095	0	0
ABLIM2	0.27879697	0	0
ZNF670	0.2787797	0	1
TAS2R16	0.27876982	0	0
TSPAN2	0.27874488	0	0
PRSS38	0.2786887	0	0
FAM218A	0.2785993	0	0
CELA3A	0.27858976	0	0
CSRP3	0.27858463	0	0
CFHR5	0.27854258	0	0
PPFIA3	0.27852312	0	0
FLYWCH1	0.2785109	0	0
SLC22A14	0.27850154	0	0
CACNG6	0.27849245	0	0
OR5M1	0.2784912	0	0
KRT86	0.27846476	0	0
LNP1	0.2783766	0	0
SLC25A2	0.27836403	0	0
DMRTC1B	0.2783228	0	0
SLC2A4RG	0.27827096	0	1
OR13F1	0.27823165	0	0
PCIF1	0.27816838	0	1
MOB2	0.278149	0	1
FAM71A	0.2781397	0	0
IL1RAP	0.27812535	0	0
IZUMO1R	0.2780668	0	0
TAF11	0.27806503	0	0
GMPR2	0.27806032	0	0
TM4SF20	0.27804762	0	0
SRRM5	0.27794895	0	0
RBM11	0.27790168	0	0
CDK20	0.2778768	0	0
PSD3	0.27787337	0	0
C9orf152	0.27787188	0	0
TSPAN17	0.27785936	0	1
LKAAEAR1	0.27785116	0	0
LGALS12	0.27783287	0	0
TMEM191B	0.27783242	0	0
ZNF34	0.27779204	0	0
OR4K17	0.27774227	0	1
ZNF567	0.27771202	0	1
FAM122B	0.27770656	0	0
CAPN8	0.27768272	0	1
TIGD6	0.27768195	0	1
EPHB3	0.27767348	0	0
UGT2B11	0.27767062	0	0
UGT1A3	0.2776325	0	0
OR52J3	0.2776287	0	0
GDAP1L1	0.27759433	0	0
RRP7A	0.27758944	0	0
AOC2	0.27758163	0	0
GPC2	0.27757195	0	1
BCL7C	0.27753082	0	0
EEF1E1	0.27751145	0	0
TMEM225	0.27750587	0	0
ZNF879	0.2774968	0	0
NDUFB1	0.27749497	0	0
C1QTNF2	0.27748927	0	1
SULT1E1	0.27748215	0	1
ASIC3	0.27746385	0	1
THAP7	0.27746183	0	1
ANKRD20A2	0.27744555	0	0
RARRES2	0.27743012	0	0
STARD6	0.27735105	0	0
PFKFB1	0.27730465	0	0
RAD54L2	0.2772958	0	1
MAGEB16	0.2772741	0	0
VPS28	0.27727056	0	0
WDYHV1	0.27720526	0	1
ARID3B	0.27719966	0	0
UPF3A	0.2771954	0	0
DEXI	0.2771716	0	0
FAM98C	0.27715176	0	0
ZNF221	0.27712107	0	1
PPM1M	0.27710906	0	0
TMEFF1	0.27710372	0	0
SLC4A5	0.27708733	0	0
RHBDL1	0.2770729	0	1
ICA1	0.27702397	0	0
OR1J1	0.2769717	0	0
ZSCAN29	0.27695423	0	1
OR2A1	0.27691546	0	0
USP17L2	0.27690324	0	0
TP53TG5	0.27685922	0	0
AMN	0.2768364	0	0
FAM76B	0.27683458	0	0
NDUFB2	0.27683407	0	0
F7	0.27682382	0	0
CDC14B	0.27682114	0	0
RETNLB	0.2768025	0	0
OR13D1	0.27679375	0	0
SPSB2	0.27672893	0	0
TVP23C	0.27669784	0	1
SNN	0.27659056	0	0
MPND	0.27657562	0	0
CLEC4C	0.27656558	0	0
C10orf82	0.27655607	0	0
VWA5B1	0.27654785	0	0
SMCO3	0.27654058	0	0
OR2F1	0.2764578	0	0
PITPNA	0.27644676	0	0
KIAA0232	0.27639732	0	0
OR5P3	0.2763757	0	0
UGT2A2	0.27636424	0	0
ZNF668	0.2763616	0	0
AVPR1A	0.27634966	0	0
PDX1	0.27634925	0	0
CGN	0.27630717	0	1
ZBTB8A	0.27627397	0	0
LRRC75B	0.2762602	0	0
RWDD3	0.27622634	0	0
GOLGA6L6	0.27619573	0	0
DBH	0.27618796	0	0
FAM83F	0.27613324	0	0
RNF24	0.2761097	0	0
ARMCX4	0.2760855	0	0
LIMS2	0.2760823	0	0
DAP	0.2760809	0	0
PPP1R3E	0.27608004	0	1
TUSC1	0.2760709	0	0
POU5F2	0.27606037	0	1
CKS1B	0.2760465	0	0
CPN2	0.27600464	0	0
PDCD7	0.2760025	0	0
SRSF8	0.27599996	0	0
UCP3	0.2759493	0	0
UBTD2	0.2759054	0	0
PYY	0.2759003	0	0
C16orf46	0.27585602	0	1
CCDC102A	0.27582115	0	0
ZIC5	0.2758004	0	0
SBNO2	0.27577704	0	0
TRIM47	0.275765	0	0
MSTO1	0.2757625	0	0
DUSP23	0.27573556	0	1
CROT	0.2756775	0	0
BRMS1L	0.2756688	0	1
MIA	0.27560377	0	0
LIX1	0.27555415	0	0
PTPRH	0.27554438	0	0
CRTC2	0.27548343	0	0
CYSTM1	0.27547503	0	0
RAB28	0.2754612	0	0
SLC27A3	0.27543002	0	0
PSD4	0.27542096	0	0
PSMG2	0.27541938	0	0
AGAP4	0.27541304	0	0
SHF	0.275356	0	0
RP2	0.2753492	0	0
CTDNEP1	0.27533102	0	0
IMPACT	0.27532697	0	0
VWA1	0.27531004	0	0
SPC24	0.275297	0	0
IGSF23	0.27527338	0	0
KLHL42	0.27518123	0	0
DMGDH	0.27514982	0	0
GDF11	0.27514914	0	0
FOXA3	0.2751469	0	0
SLFNL1	0.27511388	0	0
PIGW	0.27509513	0	0
ZNF707	0.27501503	0	1
BEST4	0.2749651	0	0
SERINC2	0.27496225	0	0
CCDC85C	0.27495992	0	1
ATF5	0.2749537	0	0
PTH2R	0.27488273	0	1
UBE2QL1	0.27487665	0	0
RFTN2	0.27486882	0	0
SLC28A2	0.27486244	0	0
R3HCC1L	0.2748583	0	0
KLHL1	0.27479863	0	0
METTL23	0.27477998	0	0
OR5AP2	0.27477708	0	0
NAA11	0.27473432	0	1
OCLM	0.2747303	0	0
APOBEC3H	0.27470294	0	0
COA1	0.27469712	0	0
TMSB15A	0.27467698	0	0
CEP57L1	0.2746156	0	0
TNNC1	0.27459744	0	0
SRSF12	0.27458853	0	1
PLEKHG6	0.27456427	0	0
CTAG2	0.27455118	0	0
ZDHHC20	0.27454036	0	0
DPEP3	0.2745211	0	0
OR4A47	0.2744816	0	0
LMLN	0.27447686	0	0
ALX3	0.2744619	0	0
SPDYE3	0.27444464	0	0
MYEOV	0.27440152	0	0
ZDHHC7	0.27439433	0	0
UTP23	0.27438512	0	1
WDR60	0.27436736	0	0
ANKRD60	0.27435446	0	0
ADAP1	0.2742411	0	1
C10orf99	0.27420455	0	0
PEX12	0.2742029	0	0
COQ4	0.2741591	0	0
WDR27	0.2741285	0	0
C6orf201	0.27412233	0	0
LHFPL5	0.27411836	0	0
MEX3D	0.27410695	0	0
KRTAP10-8	0.27409273	0	1
TRMT1	0.27409258	0	0
TREM1	0.27400044	0	0
ATP6V0E2	0.27400026	0	0
MMP21	0.27397105	0	0
LCN9	0.27396864	0	0
LSMEM1	0.27396834	0	1
LIPF	0.27396628	0	0
KIF18B	0.2739449	0	0
C19orf33	0.2739342	0	1
PPDPF	0.27388838	0	0
COX14	0.27384833	0	0
SLC25A25	0.27377906	0	1
OC90	0.27373716	0	0
CRYGS	0.27369753	0	0
TNNI3K	0.2736894	0	0
ZNF362	0.2736886	0	0
LIN37	0.2736534	0	1
GOLGA7B	0.2736033	0	0
KCNK18	0.27358055	0	0
HECA	0.27354652	0	0
NPIPA8	0.2735461	0	0
FN3K	0.27353588	0	0
RNF103	0.27353328	0	0
OLFM1	0.27348986	0	0
OVCH2	0.27346462	0	0
SOBP	0.27345935	0	0
SIGLEC14	0.27343634	0	0
EMC8	0.27339077	0	0
HEYL	0.2733694	0	0
SCGB1D4	0.27334577	0	0
SPINK14	0.2733304	0	0
MASP2	0.27332285	0	0
TGIF2	0.27328786	0	0
LYPD8	0.27325353	0	0
LRRC36	0.2732299	0	0
TNNI2	0.27319717	0	0
FAM221B	0.27316585	0	0
RTN4RL2	0.27315596	0	0
SURF1	0.27314827	0	0
HES5	0.2731141	0	0
FBXO44	0.27307782	0	0
YPEL5	0.27300826	0	0
TMEM184C	0.27298653	0	0
SLC41A2	0.27293918	0	0
MIEF2	0.27291635	0	1
PSMC3IP	0.27284455	0	0
SYCE3	0.27279416	0	0
PAQR5	0.2727461	0	0
TMEM186	0.27269563	0	1
OXCT2	0.27269405	0	0
FETUB	0.27269152	0	0
TCP11L1	0.27267444	0	0
EMC6	0.2725894	0	1
TMEM60	0.27254087	0	1
GABRR3	0.27253088	0	0
ZNF491	0.27252933	0	1
VNN3	0.27252772	0	0
C14orf28	0.27252555	0	0
AKR1C8P	0.27252555	0	0
VWCE	0.27250367	0	1
MREG	0.27247995	0	0
WFDC10A	0.2723784	0	0
GSTM4	0.27233964	0	0
OGFOD3	0.27229673	0	1
PYDC1	0.27228183	0	0
SLC25A10	0.27226207	0	0
MED29	0.2722282	0	0
CTNS	0.27220583	0	0
OR9A2	0.27218732	0	0
ZNF853	0.27216673	0	0
FAM161B	0.27216488	0	0
RBMS3	0.2721462	0	0
NCS1	0.27212214	0	1
BTBD7	0.27211648	0	0
TMCC1	0.27208093	0	0
C1QTNF4	0.27207702	0	0
KHDRBS2	0.2720732	0	0
C6orf136	0.27206743	0	0
SPPL2B	0.2720138	0	1
SLC16A12	0.27197948	0	0
MTRNR2L8	0.27192876	0	0
NLRX1	0.27190757	0	0
ENPP2	0.27188876	0	0
TAAR1	0.27187207	0	0
RHOBTB1	0.27183717	0	0
C5orf47	0.27181602	0	0
ZNF732	0.27179915	0	1
SCNM1	0.27178505	0	0
SMIM7	0.27172992	0	0
SIGLEC8	0.2717191	0	0
S100A3	0.2717152	0	0
OR8B12	0.27170923	0	0
ANKRD13D	0.27169985	0	0
ETV7	0.2716141	0	0
TMEM200A	0.2715815	0	1
ELK3	0.27157494	0	0
AADACL4	0.27157098	0	0
MLN	0.2715672	0	0
WNT9B	0.27156126	0	0
MGRN1	0.27154887	0	0
C1orf100	0.2714882	0	0
PRR33	0.2714755	0	0
P2RY4	0.27145988	0	0
OR4B1	0.27142337	0	0
SLC25A26	0.2713483	0	0
MRGPRX4	0.27126208	0	0
KRTAP19-6	0.27124053	0	1
CYP2A7	0.271222	0	0
KLK9	0.27120787	0	0
POU6F1	0.27113295	0	0
OAZ3	0.27106896	0	0
C11orf74	0.27103448	0	0
ISOC2	0.27097294	0	0
IFI27L2	0.27092388	0	0
GOLGA8M	0.27090865	0	0
TMEM120B	0.27088907	0	0
